station_id,latitude,longitude,population,capacity,zone_id,Acres,Persons Per Acre ,capacity per 1000
446,40.74487634,-73.99529885,6304,47,1009100,44.26,142.4,7.46
3501,40.8014866,-73.9442507,7835,29,1018400,43.63,179.6,3.7
412,40.7158155,-73.99422366,8478,29,1001600,51.46,164.7,3.42
2009,40.71117444,-73.99682619,4869,35,1002500,33.05,147.3,7.19
241,40.68981035,-73.97493121,2472,23,3003100,71.25,34.7,9.3
3159,40.77492513,-73.98266566,9320,31,1015300,43.03,216.6,3.33
3075,40.70708701,-73.95796783,3979,33,3052900,43.22,92.1,8.29
530,40.77149671,-73.99046034,2755,24,1014700,16.16,170.5,8.71
3671,40.77477945,-73.95427465,12444,37,1013800,45,276.5,2.97
3347,40.6773429,-74.01275056,1888,21,3005300,407.24,4.6,11.12
3372,40.7689738,-73.95482273,10218,39,1012400,44.3,230.7,3.82
3358,40.6711978,-73.97484126,4135,25,3015700,41.37,100,6.05
3697,40.77515953,-73.98918696,8306,43,1015100,84.99,97.7,5.18
3052,40.686312,-73.935775,3945,23,3027700,40.06,98.5,5.83
3603,40.7647,-73.9240312,5949,21,4006300,52.51,113.3,3.53
274,40.68691865,-73.976682,1554,31,3003500,32.87,47.3,19.95
484,40.75500254,-73.98014437,155,46,1009600,43.32,3.6,296.77
3067,40.7016657,-73.9437303,2288,27,3050700,43.15,53,11.8
3712,40.75469175,-73.99740189,3512,41,1011100,43.27,81.2,11.67
3146,40.77573034,-73.9567526,7813,47,1014000,44.26,176.5,6.02
353,40.68539567,-73.97431458,1554,27,3003500,32.87,47.3,17.37
3425,40.7892105,-73.94370784,6127,33,1016400,43.83,139.8,5.39
3300,40.66514682,-73.97637606,,25,3017700,560.44,0,
3303,40.6849894,-73.99440329,3537,25,3006900,44.25,79.9,7.07
408,40.71076228,-73.99400398,10290,23,1000800,53.78,191.3,2.24
3313,40.6663181,-73.9854617,3481,29,3013900,37.39,93.1,8.33
3571,40.676368,-73.952918,3609,24,3022100,37.06,97.4,6.65
3718,40.72746421,-73.97950418,6612,46,1003400,39.6,167,6.96
3535,40.804038,-73.945925,1914,27,1019800,55.71,34.4,14.11
3507,40.8045555,-73.9396861,1914,36,1019800,55.71,34.4,18.81
3555,40.751047,-73.93797,2474,27,4003300,125.61,19.7,10.91
3384,40.6787242,-73.99599099,3901,25,3007700,96.88,40.3,6.41
157,40.69089272,-73.99612349,3359,23,3000700,43.04,78,6.85
264,40.70706456,-74.00731853,8109,27,1000700,62.75,129.2,3.33
244,40.69196035,-73.96536851,5628,31,3019300,66.65,84.4,5.51
316,40.70955958,-74.00653609,7476,43,1001502,56.72,131.8,5.75
3166,40.78057799,-73.98562431,6624,41,1016300,65.02,101.9,6.19
418,40.70224,-73.982578,3604,23,3002100,122.21,29.5,6.38
3680,40.75412081,-73.98025185,73,55,1009400,37.75,1.9,753.42
3525,40.776165,-73.9153175,2552,21,4010100,42.69,59.8,8.23
415,40.7047177,-74.00926027,8109,42,1000700,62.75,129.2,5.18
3335,40.6772744,-73.98282002,3730,28,3013300,36.7,101.6,7.51
297,40.734232,-73.986923,5055,27,1005000,41.22,122.6,5.34
513,40.768254,-73.988639,9257,29,1013900,44.87,206.3,3.13
3386,40.6809591,-73.99905709,5191,27,3006500,62.01,83.7,5.2
3375,40.7699426,-73.96060712,6270,35,1012800,44.18,141.9,5.58
2008,40.70569254,-74.01677685,5677,24,1031704,63.66,89.2,4.23
3419,40.6792788,-73.98154004,3828,27,3013100,38.64,99.1,7.05
3168,40.78472675,-73.96961715,25,31,1014300,726.47,0,1240
497,40.73704984,-73.99009296,3408,66,1005200,41.61,81.9,19.37
3606,40.74252,-73.948852,1076,21,4001900,218.09,4.9,19.52
3301,40.7919557,-73.968087,8866,39,1018100,34.21,259.2,4.4
281,40.7643971,-73.97371465,992,66,1011201,19.65,50.5,66.53
459,40.746745,-74.007756,1945,49,1009900,248.86,7.8,25.19
3417,40.6795766,-73.97854971,2159,27,3012901,33.83,63.8,12.51
437,40.68098339,-73.95004798,3946,24,3024500,41.23,95.7,6.08
3100,40.72481256,-73.94752622,4400,51,3057100,43.46,101.2,11.59
3369,40.7724607,-73.9468208,15344,29,1013600,54.76,280.2,1.89
3302,40.7969347,-73.96434123,11547,22,1018900,65.58,176.1,1.91
3054,40.6894932,-73.942061,3674,19,3027900,40.01,91.8,5.17
3641,40.74286877,-73.98918629,3512,54,1005800,43.36,81,15.38
3558,40.6794388,-73.9680438,1697,27,3020300,34.8,48.8,15.91
3675,40.7845968,-73.94968539,5345,31,1015601,18.18,294,5.8
499,40.76915505,-73.98191841,5542,36,1014500,44.06,125.8,6.5
127,40.73172428,-74.00674436,2759,31,1006900,55.6,49.6,11.24
445,40.72740794,-73.98142006,8234,79,1003200,53.79,153.1,9.59
469,40.76344058,-73.98268129,2816,57,1013100,43.03,65.4,20.24
304,40.70463334,-74.01361706,4479,33,1001300,77.09,58.1,7.37
2002,40.716887,-73.963198,1959,27,3055500,64.66,30.3,13.78
3371,40.67461342,-73.98501143,3596,22,3013500,37.53,95.8,6.12
534,40.70255065,-74.0127234,731,31,1000900,83.2,8.8,42.41
3223,40.75899656,-73.96865398,1992,53,1010000,42.72,46.6,26.61
119,40.69608941,-73.97803415,3218,19,3002901,25.62,125.6,5.9
3332,40.68199044,-73.99079025,4383,19,3007500,69.88,62.7,4.33
151,40.72210379,-73.99724901,1136,33,1004500,25.93,43.8,29.05
461,40.73587678,-73.98205027,8090,56,1006400,43.96,184,6.92
2000,40.70255088,-73.98940236,3604,30,3002100,122.21,29.5,8.32
3391,40.7892529,-73.93956237,9308,25,1016200,74.36,125.2,2.69
120,40.68676793,-73.95928168,5061,19,3023300,42.46,119.2,3.75
3551,40.795508,-73.941606,7476,23,1018000,52.52,142.3,3.08
3068,40.7031724,-73.940636,4039,42,3048900,22.64,178.4,10.4
3401,40.6724811,-73.99331394,1619,19,3012100,36.59,44.2,11.74
3532,40.78145,-73.9183302,3,27,4009900,69.48,0,9000
3115,40.73232194,-73.9550858,4360,50,3056300,96.31,45.3,11.47
501,40.744219,-73.97121214,2618,78,1008601,30.69,85.3,29.79
3169,40.78720869,-73.98128127,8989,39,1017100,53.9,166.8,4.34
3412,40.6853761,-73.98302136,2229,18,3003900,38.78,57.5,8.08
3408,40.6881529,-73.99520919,3325,27,3004500,42.14,78.9,8.12
168,40.73971301,-73.99456405,4536,47,1005400,41.5,109.3,10.36
3290,40.7779453,-73.946041,6743,35,1014402,42.89,157.2,5.19
321,40.69991755,-73.98971773,2275,27,3001300,72.15,31.5,11.87
3536,40.8082,-73.9641,5322,43,1020500,69.4,76.7,8.08
3060,40.69425403,-73.94626915,2010,19,3025901,19.83,101.4,9.45
3392,40.6812117,-74.00860912,1384,19,3005900,88.3,15.7,13.73
524,40.75527307,-73.98316936,155,57,1009600,43.32,3.6,367.74
3563,40.757186,-73.932719,2474,29,4003300,125.61,19.7,11.72
164,40.75323098,-73.97032517,7883,47,1009000,44.01,179.1,5.96
3288,40.778301,-73.9488134,7904,39,1014602,26.98,293,4.93
351,40.70530954,-74.00612572,8109,39,1000700,62.75,129.2,4.81
3283,40.7882213,-73.97041561,8939,47,1017300,44.13,202.6,5.26
3690,40.71334184,-74.00935516,6040,36,1002100,59.99,100.7,5.96
3727,40.71766197,-73.94880027,1372,38,3051500,46.12,29.7,27.7
3323,40.7981856,-73.9605909,11547,59,1018900,65.58,176.1,5.11
2023,40.75968085,-73.97031366,1992,36,1010000,42.72,46.6,18.07
3326,40.67434,-74.00194698,1888,21,3005300,407.24,4.6,11.12
3102,40.72179134,-73.9504154,1372,27,3051500,46.12,29.7,19.68
3343,40.7997568,-73.96211287,9009,23,1019300,43.42,207.5,2.55
514,40.76087502,-74.00277668,3364,52,1011700,47.9,70.2,15.46
3126,40.74718234,-73.9432635,1076,34,4001900,218.09,4.9,31.6
3328,40.795,-73.9645,11547,39,1018900,65.58,176.1,3.38
3333,40.6747055,-74.0075572,6956,21,3008500,60.16,115.6,3.02
447,40.76370739,-73.9851615,6208,31,1013300,43.08,144.1,4.99
3363,40.7904828,-73.95033068,5675,33,1016800,49.91,113.7,5.81
3516,40.7699176,-73.9184057,3963,31,4007100,48.24,82.2,7.82
3152,40.76873687,-73.96119945,12774,42,1012600,45.38,281.5,3.29
357,40.73261787,-73.99158043,5224,27,1006100,35.17,148.5,5.17
3549,40.678045,-73.962408,2469,25,3020500,39.47,62.6,10.13
3413,40.6827549,-73.98258555,3507,22,3012700,40.37,86.9,6.27
3611,40.7449067,-73.9534573,4790,31,4000700,134.68,35.6,6.47
3370,40.7727966,-73.95577801,11174,25,1013400,44.92,248.8,2.24
3299,40.78813,-73.95206,5675,25,1016800,49.91,113.7,4.41
337,40.7037992,-74.00838676,8109,37,1000700,62.75,129.2,4.56
3378,40.773763,-73.96222088,4195,28,1013000,44.04,95.3,6.67
3362,40.7781314,-73.96069399,4462,34,1014200,44.23,100.9,7.62
3733,40.730563,-73.973984,16538,46,1004400,101.42,163.1,2.78
298,40.68683208,-73.9796772,390,35,3003700,41.42,9.4,89.74
3364,40.6751622,-73.9814832,3730,27,3013300,36.7,101.6,7.24
305,40.76095756,-73.96724467,1401,33,1011203,19.26,72.7,23.55
3724,40.76674056,-73.97906899,6471,39,1013700,55.76,116.1,6.03
3350,40.7973721,-73.97041192,8974,39,1018700,53.93,166.4,4.35
3511,40.802535,-73.9532423,6617,22,1021800,44.94,147.2,3.32
259,40.70122128,-74.01234218,731,39,1000900,83.2,8.8,53.35
3109,40.72606,-73.95621,3295,31,3056100,84.4,39,9.41
422,40.770513,-73.988038,2755,79,1014700,16.16,170.5,28.68
3382,40.680611,-73.99475825,4383,31,3007500,69.88,62.7,7.07
3117,40.73564,-73.95866,4360,27,3056300,96.31,45.3,6.19
3389,40.6830456,-74.00348559,2171,28,3005100,44.85,48.4,12.9
3072,40.70583339,-73.94644578,3933,24,3051100,39.29,100.1,6.1
3424,40.791976,-73.945993,5504,27,1017200,43.97,125.2,4.91
3118,40.73555,-73.95284,1117,42,3057900,166.64,6.7,37.6
3454,40.71036854,-73.94705951,4163,24,3050500,41.86,99.5,5.77
3145,40.77862688,-73.95772073,7813,45,1014000,44.26,176.5,5.76
3071,40.70538077,-73.94976519,3933,19,3051100,39.29,100.1,4.83
3041,40.67890679,-73.94142771,2471,24,3027100,64.7,38.2,9.71
3055,40.6883337,-73.950916,3816,23,3025100,34.22,111.5,6.03
3400,40.7961535,-73.94782145,5248,24,1017401,24.91,210.7,4.57
3379,40.7903051,-73.94755757,7317,35,1016600,42.38,172.7,4.78
3322,40.668603,-73.9904394,2364,25,3011700,50.06,47.2,10.58
3449,40.72146256,-73.94800901,1753,18,3049900,34.85,50.3,10.27
485,40.75038009,-73.98338988,1595,40,1008400,42.77,37.3,25.08
3096,40.71924,-73.95242,1372,39,3051500,46.12,29.7,28.43
3529,40.8107922,-73.9430681,4591,25,1020800,36.71,125.1,5.45
500,40.76228826,-73.98336183,2816,52,1013100,43.03,65.4,18.47
3063,40.69527008,-73.95238108,5102,20,3025500,34.26,148.9,3.92
3510,40.8078316,-73.949373,2644,31,1022200,44.83,59,11.72
3339,40.6765304,-73.97846879,3828,23,3013100,38.64,99.1,6.01
3308,40.6861758,-73.99645295,3325,27,3004500,42.14,78.9,8.12
3129,40.75110165,-73.94073717,2474,31,4003300,125.61,19.7,12.53
3095,40.71929301,-73.94500379,3318,26,3047700,54.19,61.2,7.84
3434,40.79025417,-73.9771834,10820,35,1017500,53.58,201.9,3.23
3646,40.76315482,-73.9398551,1592,26,4003900,36.32,43.8,16.33
3601,40.6627059,-73.9569115,2924,19,3032700,43.76,66.8,6.5
323,40.69236178,-73.98631746,84,39,3001100,41.64,2,464.29
3069,40.70411791,-73.94818595,3694,29,3050900,35.04,105.4,7.85
427,40.701907,-74.013942,731,47,1000900,83.2,8.8,64.3
508,40.76341379,-73.99667444,6038,25,1012900,100.08,60.3,4.14
3486,40.68841743,-73.98451656,390,30,3003700,41.42,9.4,76.92
3158,40.77163851,-73.98261428,5842,31,1014900,43.01,135.8,5.31
3699,40.76360468,-73.98917958,6208,30,1013300,43.08,144.1,4.83
3469,40.73181402,-73.95995021,3255,23,3056500,62.16,52.4,7.07
3057,40.69128258,-73.9452416,4917,18,3026100,49.28,99.8,3.66
340,40.71269042,-73.98776323,11367,27,1000600,62.73,181.2,2.38
3110,40.72708584,-73.95299117,3295,28,3056100,84.4,39,8.5
3050,40.6851532,-73.94111,3945,21,3027700,40.06,98.5,5.32
365,40.68223166,-73.9614583,3454,31,3022700,59.49,58.1,8.98
376,40.70862144,-74.00722156,7476,43,1001502,56.72,131.8,5.75
174,40.7381765,-73.97738662,4437,30,1006200,75.58,58.7,6.76
3053,40.6900815,-73.947915,1868,23,3026300,29.55,63.2,12.31
3295,40.79127,-73.964839,25,59,1014300,726.47,0,2360
3387,40.7934337,-73.94945003,5675,25,1016800,49.91,113.7,4.41
3171,40.78524672,-73.97667321,8108,39,1016900,44.48,182.3,4.81
3106,40.72325,-73.94308,3920,22,3059100,47.13,83.2,5.61
3437,40.79313481,-73.97700369,9293,39,1017900,53,175.3,4.2
3599,40.66314,-73.9605695,2924,27,3032700,43.76,66.8,9.23
3070,40.70510918,-73.94407279,4163,23,3050500,41.86,99.5,5.52
3077,40.70877084,-73.95095259,6629,33,3052700,47.1,140.7,4.98
468,40.7652654,-73.98192338,6471,65,1013700,55.76,116.1,10.04
3336,40.787801,-73.953559,3131,41,1016002,12.71,246.3,13.09
3144,40.77677702,-73.9590097,7813,46,1014000,44.26,176.5,5.89
3602,40.763154,-73.920827,5949,23,4006300,52.51,113.3,3.87
3381,40.6777287,-73.99364123,3901,21,3007700,96.88,40.3,5.38
456,40.7597108,-73.97402311,230,35,1010200,42.72,5.4,152.17
3673,40.67759207,-73.95563722,5549,21,3030500,79.69,69.6,3.78
520,40.75992262,-73.97648516,966,41,1010400,42.81,22.6,42.44
3605,40.7658346,-73.9265474,4231,21,4007300,34.98,121,4.96
3661,40.66643931,-73.96055639,4205,19,3021300,45.51,92.4,4.52
3320,40.79406661,-73.96286845,25,49,1014300,726.47,0,1960
3568,40.7569332,-73.9262231,4321,21,4005700,55.24,78.2,4.86
3403,40.6705135,-73.98876585,1619,30,3012100,36.59,44.2,18.53
3542,40.8086249,-73.9596214,3329,29,1020701,11.68,285,8.71
3242,40.69102926,-73.99183363,4172,39,3000900,39.88,104.6,9.35
3130,40.75325964,-73.94335788,7571,31,4002500,48.4,156.4,4.09
3617,40.7671,-73.9169858,3676,27,4006501,27.53,133.5,7.34
3588,40.7671863,-73.9373554,2975,21,4004500,54.46,54.6,7.06
239,40.69196566,-73.9813018,2472,31,3003100,71.25,34.7,12.54
3354,40.668132,-73.97363831,,28,3017700,560.44,0,
443,40.70853074,-73.96408963,5245,23,3054700,41.62,126,4.39
3365,40.6703837,-73.97839676,3272,27,3015500,36.98,88.5,8.25
3737,40.720747,-73.986274,4492,35,1003001,30.68,146.4,7.79
3649,40.81439444,-73.95324737,5619,30,1021303,37.88,148.3,5.34
3497,40.7949879,-73.9333349,3912,23,1017800,64.19,60.9,5.88
3342,40.6777748,-74.0094613,6956,23,3008500,60.16,115.6,3.31
3597,40.7577284,-73.9166368,4136,25,4015900,41.93,98.6,6.04
409,40.6906495,-73.95643107,5061,33,3023300,42.46,119.2,6.52
3498,40.7974772,-73.9311847,3584,21,1019200,48.52,73.9,5.86
522,40.75714758,-73.97207836,1992,51,1010000,42.72,46.6,25.6
3572,40.756913,-73.921631,1543,33,4015700,31.74,48.6,21.39
496,40.73726186,-73.99238967,3408,47,1005200,41.61,81.9,13.79
3162,40.78339981,-73.98093133,6564,39,1016700,48.56,135.2,5.94
3249,40.68035608,-73.9476791,3823,19,3024900,41.64,91.8,4.97
3616,40.7656251,-73.9136695,4065,25,4014300,33.75,120.4,6.15
397,40.68415748,-73.96922273,3624,27,3017900,39.25,92.3,7.45
3396,40.6783563,-74.00014502,5191,25,3006500,62.01,83.7,4.82
3423,40.66106337,-73.97945255,,21,3017700,560.44,0,
3286,40.7806284,-73.9521667,13749,39,1015400,43.83,313.7,2.84
364,40.68900443,-73.96023854,5628,27,3019300,66.65,84.4,4.8
3356,40.7746671,-73.98470567,8306,21,1015100,84.99,97.7,2.53
341,40.71782143,-73.97628939,6547,19,1001002,49.66,131.8,2.9
3467,40.72494672,-74.00165856,4942,42,1004900,51.23,96.5,8.5
3340,40.6753274,-74.0100698,1888,21,3005300,407.24,4.6,11.12
3411,40.6849668,-73.98620772,4495,27,3007100,41.4,108.6,6.01
3523,40.7729,-73.916142,2325,25,4011500,45.85,50.7,10.75
3397,40.6763947,-73.99869893,3901,25,3007700,96.88,40.3,6.41
3499,40.8006721,-73.9349,6558,25,1019400,43.26,151.6,3.81
3331,40.8013434,-73.97114574,8807,39,1019100,55.26,159.4,4.43
3547,40.8143256,-73.9590255,10330,41,1021100,86,120.1,3.97
3676,40.67583294,-74.01472628,1888,24,3005300,407.24,4.6,12.71
3472,40.74275383,-74.00747359,4092,39,1008300,43.04,95.1,9.53
440,40.75255434,-73.97282625,7883,32,1009000,44.01,179.1,4.06
3394,40.6769993,-74.00647134,6956,21,3008500,60.16,115.6,3.02
516,40.75206862,-73.96784384,7883,31,1009000,44.01,179.1,3.93
3352,40.67267243,-74.00879525,1888,21,3005300,407.24,4.6,11.12
243,40.688226,-73.979382,2327,31,3003300,40.69,57.2,13.32
3493,40.799139,-73.9389152,6008,31,1018800,36.7,163.7,5.16
3528,40.7713937,-73.9077436,1701,20,4011900,27.55,61.7,11.76
3416,40.6776147,-73.97324283,3075,25,3016100,45.07,68.2,8.13
3491,40.79747,-73.93504,6008,24,1018800,36.7,163.7,3.99
3531,40.8125511,-73.9492286,6427,27,1022400,48.11,133.6,4.2
3604,40.6630619,-73.9538746,2924,17,3032700,43.76,66.8,5.81
473,40.72110063,-73.9919254,8660,38,1001800,55.02,157.4,4.39
79,40.71911552,-74.00666661,5156,33,1003300,84.47,61,6.4
3157,40.77518615,-73.94446054,6743,27,1014402,42.89,157.2,4
3689,40.79904139,-73.9664948,11547,47,1018900,65.58,176.1,4.07
3544,40.6804836,-73.9646795,1697,27,3020300,34.8,48.8,15.91
3500,40.7989445,-73.944846,7835,31,1018400,43.63,179.6,3.96
3324,40.6685455,-73.99333264,2364,25,3011700,50.06,47.2,10.58
3648,40.69795032,-73.9707756,327,25,3054300,259.9,1.3,76.45
3726,40.74336608,-73.95960689,4949,20,4000100,282.59,17.5,4.04
3714,40.70684203,-73.9544354,3979,61,3052900,43.22,92.1,15.33
3720,40.68461654,-73.98721285,4495,23,3007100,41.4,108.6,5.12
3132,40.76350532,-73.97109243,1412,35,1011401,24.34,58,24.79
3546,40.6791944,-73.9587903,5549,21,3030500,79.69,69.6,3.78
420,40.68764484,-73.96968902,3313,23,3019700,41.97,78.9,6.94
3125,40.74708586,-73.94977234,4790,23,4000700,134.68,35.6,4.8
3344,40.679043,-74.011169,1384,19,3005900,88.3,15.7,13.73
3534,40.805159,-73.954692,6617,39,1021800,44.94,147.2,5.89
3405,40.6704836,-73.98208968,3057,23,3013700,37.67,81.2,7.52
310,40.68926942,-73.98912867,3008,36,3004300,41.09,73.2,11.97
3366,40.8021174,-73.96818053,8197,31,1019500,53.96,151.9,3.78
3503,40.80295,-73.942954,1914,30,1019800,55.71,34.4,15.67
3598,40.7595701,-73.9142678,2145,19,4015300,30.02,71.5,8.86
3537,40.6809741,-73.9710097,2991,29,3016300,45.49,65.8,9.7
3524,40.7774552,-73.9225403,3580,23,4009700,49.87,71.8,6.42
414,40.70281858,-73.98765762,3604,24,3002100,122.21,29.5,6.66
362,40.75172632,-73.98753523,183,57,1010900,43.43,4.2,311.48
3440,40.69241829,-73.98949474,84,43,3001100,41.64,2,511.9
275,40.68650065,-73.96563307,2929,19,3019900,46.68,62.7,6.49
3101,40.72079821,-73.95484712,1735,27,3051700,46.3,37.5,15.56
3591,40.7659,-73.930819,1478,21,4007700,31.3,47.2,14.21
3607,40.7682,-73.9322662,1478,19,4007700,31.3,47.2,12.86
3585,40.6691783,-73.9554162,3554,24,3032300,42.76,83.1,6.75
3367,40.7922553,-73.95249933,5675,39,1016800,49.91,113.7,6.87
3566,40.7596276,-73.9321455,3984,25,4004700,44.29,90,6.28
3094,40.7169811,-73.94485918,2645,18,3049700,40.83,64.8,6.81
3575,40.76108,-73.930562,3984,19,4004700,44.29,90,4.77
3121,40.74524768,-73.94733276,4790,27,4000700,134.68,35.6,5.64
3061,40.69622937,-73.94371094,3419,21,3025902,14.73,232.1,6.14
3407,40.679098,-73.98765475,1530,23,3011900,163.52,9.4,15.03
3112,40.72906,-73.95779,3255,33,3056500,62.16,52.4,10.14
3557,40.75742,-73.945133,1270,19,4008500,67.47,18.8,14.96
260,40.70365182,-74.01167797,731,33,1000900,83.2,8.8,45.14
3587,40.6686744,-73.9618148,4205,27,3021300,45.51,92.4,6.42
3692,40.69999748,-73.97440128,327,15,3054300,259.9,1.3,45.87
3083,40.71247661,-73.94100005,2603,32,3049500,31.9,81.6,12.29
3593,40.761584,-73.925921,4169,35,4005900,47,88.7,8.4
3056,40.69072549,-73.95133465,2754,23,3025300,39.99,68.9,8.35
3139,40.77118288,-73.96409422,4195,43,1013000,44.04,95.3,10.25
3613,40.745038,-73.957539,4949,27,4000100,282.59,17.5,5.46
3578,40.6741806,-73.9564947,3609,21,3022100,37.06,97.4,5.82
3160,40.77896784,-73.97374737,25,39,1014300,726.47,0,1560
3631,40.666563,-73.956741,6405,27,3032500,41.62,153.9,4.22
3231,40.7678008,-73.96592081,3971,39,1012000,42.75,92.9,9.82
3622,40.80756,-73.939182,2942,15,1020600,36.76,80,5.1
3338,40.7862586,-73.94552579,6127,31,1016400,43.83,139.8,5.06
3453,40.71335226,-73.94910336,2582,19,3050300,30.96,83.4,7.36
3048,40.68402,-73.94977,3823,19,3024900,41.64,91.8,4.97
3399,40.67260298,-73.98983002,1530,23,3011900,163.52,9.4,15.03
3355,40.76800889,-73.96845281,3633,25,1012200,42.65,85.2,6.88
3623,40.8109494,-73.9634,5322,39,1020500,69.4,76.7,7.33
3042,40.6794268,-73.9298911,3344,19,3029700,50.8,65.8,5.68
3127,40.74966,-73.9521,1076,35,4001900,218.09,4.9,32.53
3533,40.8114323,-73.9518776,3068,34,1021500,17.23,178.1,11.08
3085,40.71469,-73.95739,3564,25,3051900,67.62,52.7,7.01
2022,40.759107,-73.959223,4875,33,1010602,32.4,150.5,6.77
3723,40.69531728,-73.99015725,2275,30,3001300,72.15,31.5,13.19
3441,40.752957,-74.00264,1945,33,1009900,248.86,7.8,16.97
3540,40.81,-73.9551508,641,35,1019701,58.31,11,54.6
3527,40.80698,-73.941747,1914,27,1019800,55.71,34.4,14.11
3456,40.71638032,-73.94821286,2786,22,3050100,43.07,64.7,7.9
3654,40.75186951,-73.9334929,1388,35,4003100,40.76,34.1,25.22
3492,40.8005385,-73.9419949,6768,27,1018200,43.71,154.8,3.99
3509,40.8011939,-73.9500739,5701,31,1018600,30.08,189.5,5.44
248,40.72185379,-74.00771779,5156,23,1003300,84.47,61,4.46
3065,40.70029511,-73.95032283,2288,31,3050700,43.15,53,13.55
3596,40.6642406,-73.9574686,2924,19,3032700,43.76,66.8,6.5
3506,40.8013066,-73.9398167,3931,29,1019600,43.78,89.8,7.38
3466,40.75668721,-73.98257732,155,33,1009600,43.32,3.6,212.9
3693,40.72248189,-73.95921931,1655,27,3055700,69.81,23.7,16.31
3292,40.7857851,-73.957481,25,43,1014300,726.47,0,1720
3505,40.805726,-73.936322,3396,33,1024200,88.8,38.2,9.72
407,40.700469,-73.991454,4338,37,3000100,55.21,78.6,8.53
3610,40.770845,-73.934171,1188,27,4008100,27.57,43.1,22.73
398,40.69165183,-73.9999786,1445,31,3004700,81.64,17.7,21.45
3721,40.76754878,-73.92093346,3963,35,4007100,48.24,82.2,8.83
3629,40.80949535,-73.94776493,2644,33,1022200,44.83,59,12.48
3520,40.804372,-73.951475,6617,27,1021800,44.94,147.2,4.08
3570,40.7557327,-73.9236611,4321,31,4005700,55.24,78.2,7.17
216,40.70037867,-73.99548059,4338,23,3000100,55.21,78.6,5.3
3514,40.7767,-73.927631,3,23,4009900,69.48,0,7666.67
3494,40.797911,-73.9423,6768,25,1018200,43.71,154.8,3.69
3541,40.813358,-73.956461,10330,39,1021100,86,120.1,3.78
3478,40.65708867,-74.00870204,2105,43,3001800,589.84,3.6,20.43
3539,40.8067581,-73.9607082,1731,43,1020101,13.62,127.1,24.84
3128,40.75052534,-73.94594845,1076,23,4001900,218.09,4.9,21.38
3395,40.6763744,-74.00324957,1384,19,3005900,88.3,15.7,13.73
3614,40.768692,-73.9249574,3963,23,4007100,48.24,82.2,5.8
3517,40.7711528,-73.9170074,1662,30,4012500,39.98,41.6,18.05
3178,40.78414472,-73.98362492,6624,39,1016300,65.02,101.9,5.89
3123,40.74469738,-73.93540375,1054,27,4017900,115.65,9.1,25.62
3556,40.7527085,-73.9397405,2474,19,4003300,125.61,19.7,7.68
3716,40.7535992,-73.93795609,2474,23,4003300,125.61,19.7,9.3
3373,40.6750705,-73.98775226,1530,27,3011900,163.52,9.4,17.65
3066,40.69957608,-73.94708417,2131,19,3025700,44.76,47.6,8.92
3043,40.6814598,-73.934903,2813,19,3027300,36.99,76,6.75
3044,40.6800105,-73.938475,2813,27,3027300,36.99,76,9.6
3704,40.74375241,-73.94176483,4949,19,4000100,282.59,17.5,3.84
3522,40.7701477,-73.9120938,3848,19,4011700,52.62,73.1,4.94
3567,40.7627442,-73.9391141,1270,19,4008500,67.47,18.8,14.96
3559,40.7576314,-73.9391224,2437,19,4004300,42.21,57.7,7.8
3612,40.7703743,-73.9286078,2950,15,4008300,47.24,62.4,5.08
3457,40.76302594,-73.97209525,441,33,1011202,19.28,22.9,74.83
3620,40.7519071,-73.9479119,1076,23,4001900,218.09,4.9,21.38
3647,40.74128309,-73.93725872,1028,23,4019900,381,2.7,22.37
3337,40.67363551,-74.01195556,1888,23,3005300,407.24,4.6,12.18
3221,40.743,-73.93561,1028,27,4019900,381,2.7,26.26
2005,40.70531194,-73.97100056,327,12,3054300,259.9,1.3,36.7
3583,40.6716493,-73.9631145,,30,3017700,560.44,0,
3561,40.7531106,-73.9279917,1067,26,4005500,41.01,26,24.37
3609,40.7692475,-73.9354504,1188,23,4008100,27.57,43.1,19.36
3608,40.7423737,-73.9566,4790,21,4000700,134.68,35.6,4.38
3691,40.76408932,-73.91065121,4065,19,4014300,33.75,120.4,4.67
3512,40.7747175,-73.9337894,4582,19,4008700,65.38,70.1,4.15
3477,40.65539977,-74.01062787,2105,33,3001800,589.84,3.6,15.68
3330,40.6725058,-74.00494695,1888,19,3005300,407.24,4.6,10.06
3564,40.7601853,-73.9362726,3984,19,4004700,44.29,90,4.77
3595,40.760339,-73.9222427,4169,18,4005900,47,88.7,4.32
3432,40.66906014,-73.99463654,2364,33,3011700,50.06,47.2,13.96
3040,40.66979964,-73.99497986,2364,33,3011700,50.06,47.2,13.96
3565,40.7614376,-73.9411265,1592,19,4003900,36.32,43.8,11.93
3513,40.774645,-73.923706,2289,21,4009500,40.65,56.3,9.17
3747,40.77755374,-73.9551276,7813,33,1014000,44.26,176.5,4.22
3746,40.72430832,-74.00473036,2447,48,1003700,101.28,24.2,19.62
3250,40.71690978,-73.98383796,3397,33,1001200,29.8,114,9.71
3734,40.759125,-73.962658,9039,50,1010800,45.11,200.4,5.53
3749,40.74757396,-73.97880077,5377,23,1008000,42.66,126,4.28
483,40.73223272,-73.98889957,5145,34,1004200,21.15,243.3,6.61
